ID,Pokemon,Japanese,Species,Stats,Types,Resistances,Weaknesses,Images,Description,Abilities,Evolution
#541,Swadloon,Kurumayu,Leaf-Wrapped Pokémon,"['HP: 55', 'Attack: 63', 'Defense: 90', 'Sp.Atk: 50', 'Sp.Def: 80', 'Speed: 42', 'Total: 380']",Bug/Grass,"['Ground 0.25x', 'Fighting 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Water 0.5x']","['Flying 4x', 'Poison 2x', 'Rock 2x', 'Bug 2x', 'Fire 4x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/2/2b/541Swadloon.png/250px-541Swadloon.png,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,"['Leaf Guard or Chlorophyll', 'Overcoat (Hidden Ability)']",
#542,Leavanny,Hahakomori,Nurturing Pokémon,"['HP: 75', 'Attack: 103', 'Defense: 80', 'Sp.Atk: 70', 'Sp.Def: 70', 'Speed: 92', 'Total: 490']",Bug/Grass,"['Ground 0.25x', 'Fighting 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Water 0.5x']","['Flying 4x', 'Poison 2x', 'Rock 2x', 'Bug 2x', 'Fire 4x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/8/8e/542Leavanny.png/250px-542Leavanny.png,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.","['Swarm or Chlorophyll', 'Overcoat (Hidden Ability)']",
#543,Venipede,Fushide,Centipede Pokémon,"['HP: 30', 'Attack: 45', 'Defense: 59', 'Sp.Atk: 30', 'Sp.Def: 39', 'Speed: 57', 'Total: 260']",Bug/Poison,"['Poison 0.5x', 'Fighting 0.25x', 'Bug 0.5x', 'Grass 0.25x', 'Fairy 0.5x']","['Flying 2x', 'Rock 2x', 'Psychic 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/0/0e/543Venipede.png/250px-543Venipede.png,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","['Poison Point or Swarm', 'Speed Boost (Hidden Ability)', 'Quick Feet (Hidden Ability) Gen. V*']",
#544,Whirlipede,Wheega,Curlipede Pokémon,"['HP: 40', 'Attack: 55', 'Defense: 99', 'Sp.Atk: 40', 'Sp.Def: 79', 'Speed: 47', 'Total: 360']",Bug/Poison,"['Poison 0.5x', 'Fighting 0.25x', 'Bug 0.5x', 'Grass 0.25x', 'Fairy 0.5x']","['Flying 2x', 'Rock 2x', 'Psychic 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/b/bc/544Whirlipede.png/250px-544Whirlipede.png,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.","['Poison Point or Swarm', 'Speed Boost (Hidden Ability)', 'Quick Feet (Hidden Ability) Gen. V*']",
#545,Scolipede,Pendror,Megapede Pokémon,"['HP: 60', 'Attack: 90', 'Defense: 89', 'Sp.Atk: 55', 'Sp.Def: 69', 'Speed: 112', 'Total: 475']",Bug/Poison,"['Poison 0.5x', 'Fighting 0.25x', 'Bug 0.5x', 'Grass 0.25x', 'Fairy 0.5x']","['Flying 2x', 'Rock 2x', 'Psychic 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/c/cb/545Scolipede.png/250px-545Scolipede.png,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.","['Poison Point or Swarm', 'Speed Boost (Hidden Ability)', 'Quick Feet (Hidden Ability) Gen. V*']",
#546,Cottonee,Monmen,Cotton Puff Pokémon,"['HP: 40', 'Attack: 27', 'Defense: 60', 'Sp.Atk: 37', 'Sp.Def: 50', 'Speed: 66', 'Total: 280']",Grass/Fairy,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x', 'Dark 0.5x']","['Flying 2x', 'Poison 4x', 'Steel 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/4/44/546Cottonee.png/250px-546Cottonee.png,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.","['Prankster or Infiltrator', 'Chlorophyll (Hidden Ability)']",
#547,Whimsicott,Elfuun,Windveiled Pokémon,"['HP: 60', 'Attack: 67', 'Defense: 85', 'Sp.Atk: 77', 'Sp.Def: 75', 'Speed: 116', 'Total: 480']",Grass/Fairy,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x', 'Dark 0.5x']","['Flying 2x', 'Poison 4x', 'Steel 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a2/547Whimsicott.png/250px-547Whimsicott.png,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.","['Prankster or Infiltrator', 'Chlorophyll (Hidden Ability)']",
#548,Petilil,Churine,Bulb Pokémon,"['HP: 45', 'Attack: 35', 'Defense: 50', 'Sp.Atk: 70', 'Sp.Def: 50', 'Speed: 30', 'Total: 280']",Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/0/0b/548Petilil.png/250px-548Petilil.png,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,"['Chlorophyll or Own Tempo', 'Leaf Guard (Hidden Ability)']",
#549,Lilligant,Dredear,Flowering Pokémon,"['HP: 70', 'Attack: 60', 'Defense: 75', 'Sp.Atk: 110', 'Sp.Def: 75', 'Speed: 90', 'Total: 480']",Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/2/21/549Lilligant.png/250px-549Lilligant.png,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,"['Chlorophyll or Own Tempo', 'Leaf Guard (Hidden Ability)']",
#551,Sandile,Meguroco,Desert Croc Pokémon,"['HP: 50', 'Attack: 72', 'Defense: 35', 'Sp.Atk: 35', 'Sp.Def: 35', 'Speed: 65', 'Total: 292']",Ground/Dark,"['Poison 0.5x', 'Rock 0.5x', 'Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Grass 2x', 'Fairy 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/2/26/551Sandile.png/250px-551Sandile.png,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,"['Intimidate or Moxie', 'Anger Point (Hidden Ability)']",
#552,Krokorok,Waruvile,Desert Croc Pokémon,"['HP: 60', 'Attack: 82', 'Defense: 45', 'Sp.Atk: 45', 'Sp.Def: 45', 'Speed: 74', 'Total: 351']",Ground/Dark,"['Poison 0.5x', 'Rock 0.5x', 'Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Grass 2x', 'Fairy 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/d/d4/552Krokorok.png/250px-552Krokorok.png,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,"['Intimidate or Moxie', 'Anger Point (Hidden Ability)']",
#553,Krookodile,Waruvial,Intimidation Pokémon,"['HP: 95', 'Attack: 117', 'Defense: 70', 'Sp.Atk: 65', 'Sp.Def: 70', 'Speed: 92', 'Total: 509']",Ground/Dark,"['Poison 0.5x', 'Rock 0.5x', 'Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Grass 2x', 'Fairy 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e5/553Krookodile.png/250px-553Krookodile.png,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.","['Intimidate or Moxie', 'Anger Point (Hidden Ability)']",
#554,Darumaka,Darumakka,Zen Charm Pokémon,"['HP: 70', 'Attack: 90', 'Defense: 45', 'Sp.Atk: 15', 'Sp.Def: 45', 'Speed: 50', 'Total: 315']",Fire,"['Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/4/4c/554Darumaka.png/250px-554Darumaka.png,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.","['Hustle', 'Inner Focus (Hidden Ability)']",
#556,Maractus,Maracacchi,Cactus Pokémon,"['HP: 75', 'Attack: 86', 'Defense: 67', 'Sp.Atk: 106', 'Sp.Def: 67', 'Speed: 60', 'Total: 461']",Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/3/35/556Maractus.png/250px-556Maractus.png,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,"['Water Absorb or Chlorophyll', 'Storm Drain (Hidden Ability)']",
#557,Dwebble,Ishizumai,Rock Inn Pokémon,"['HP: 50', 'Attack: 65', 'Defense: 85', 'Sp.Atk: 35', 'Sp.Def: 35', 'Speed: 55', 'Total: 325']",Bug/Rock,"['Normal 0.5x', 'Poison 0.5x']","['Rock 2x', 'Steel 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/6/6b/557Dwebble.png/250px-557Dwebble.png,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,"['Sturdy or Shell Armor', 'Weak Armor (Hidden Ability)']",
#558,Crustle,Iwapalace,Stone Home Pokémon,"['HP: 70', 'Attack: 95', 'Defense: 125', 'Sp.Atk: 65', 'Sp.Def: 75', 'Speed: 45', 'Total: 475']",Bug/Rock,"['Normal 0.5x', 'Poison 0.5x']","['Rock 2x', 'Steel 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/1/19/558Crustle.png/250px-558Crustle.png,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.","['Sturdy or Shell Armor', 'Weak Armor (Hidden Ability)']",
#559,Scraggy,Zuruggu,Shedding Pokémon,"['HP: 50', 'Attack: 75', 'Defense: 70', 'Sp.Atk: 35', 'Sp.Def: 70', 'Speed: 48', 'Total: 348']",Dark/Fighting,"['Rock 0.5x', 'Ghost 0.5x', 'Dark 0.25x']","['Flying 2x', 'Fighting 2x', 'Fairy 4x']",https://cdn.bulbagarden.net/upload/thumb/d/dc/559Scraggy.png/250px-559Scraggy.png,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.","['Shed Skin or Moxie', 'Intimidate (Hidden Ability)']",
#560,Scrafty,Zuruzukin,Hoodlum Pokémon,"['HP: 65', 'Attack: 90', 'Defense: 115', 'Sp.Atk: 45', 'Sp.Def: 115', 'Speed: 58', 'Total: 488']",Dark/Fighting,"['Rock 0.5x', 'Ghost 0.5x', 'Dark 0.25x']","['Flying 2x', 'Fighting 2x', 'Fairy 4x']",https://cdn.bulbagarden.net/upload/thumb/e/e8/560Scrafty.png/250px-560Scrafty.png,Groups of them beat up anything that enter their territory. Each can spit acidic liquid from its mouth.,"['Shed Skin or Moxie', 'Intimidate (Hidden Ability)']",
#561,Sigilyph,Symboler,Avianoid Pokémon,"['HP: 72', 'Attack: 58', 'Defense: 80', 'Sp.Atk: 103', 'Sp.Def: 80', 'Speed: 97', 'Total: 490']",Psychic/Flying,"['Fighting 0.25x', 'Grass 0.5x', 'Psychic 0.5x']","['Rock 2x', 'Electric 2x', 'Ghost 2x', 'Ice 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/6/67/561Sigilyph.png/250px-561Sigilyph.png,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.","['Wonder Skin or Magic Guard', 'Tinted Lens (Hidden Ability)']",
#562,Yamask,Desumasu,Spirit Pokémon,"['HP: 38', 'Attack: 30', 'Defense: 85', 'Sp.Atk: 55', 'Sp.Def: 65', 'Speed: 30', 'Total: 303']",Ghost,"['Poison 0.5x', 'Bug 0.5x']","['Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a4/562Yamask.png/250px-562Yamask.png,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,['Mummy'],
#563,Cofagrigus,Desukarn,Coffin Pokémon,"['HP: 58', 'Attack: 50', 'Defense: 145', 'Sp.Atk: 95', 'Sp.Def: 105', 'Speed: 30', 'Total: 483']",Ghost,"['Poison 0.5x', 'Bug 0.5x']","['Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f8/563Cofagrigus.png/250px-563Cofagrigus.png,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,['Mummy'],
#564,Tirtouga,Protoga,Prototurtle Pokémon,"['HP: 54', 'Attack: 78', 'Defense: 103', 'Sp.Atk: 53', 'Sp.Def: 45', 'Speed: 22', 'Total: 355']",Water/Rock,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.5x', 'Fire 0.25x', 'Ice 0.5x']","['Ground 2x', 'Fighting 2x', 'Grass 4x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/1/1a/564Tirtouga.png/250px-564Tirtouga.png,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.","['Solid Rock or Sturdy', 'Swift Swim (Hidden Ability)']",
#565,Carracosta,Abagoura,Prototurtle Pokémon,"['HP: 74', 'Attack: 108', 'Defense: 133', 'Sp.Atk: 83', 'Sp.Def: 65', 'Speed: 32', 'Total: 495']",Water/Rock,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.5x', 'Fire 0.25x', 'Ice 0.5x']","['Ground 2x', 'Fighting 2x', 'Grass 4x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/d/d0/565Carracosta.png/250px-565Carracosta.png,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,"['Solid Rock or Sturdy', 'Swift Swim (Hidden Ability)']",
#566,Archen,Archen,First Bird Pokémon,"['HP: 55', 'Attack: 112', 'Defense: 45', 'Sp.Atk: 74', 'Sp.Def: 45', 'Speed: 70', 'Total: 401']",Rock/Flying,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.5x', 'Bug 0.5x', 'Fire 0.5x']","['Rock 2x', 'Electric 2x', 'Steel 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a3/566Archen.png/250px-566Archen.png,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",['Defeatist'],
#567,Archeops,Archeos,First Bird Pokémon,"['HP: 75', 'Attack: 140', 'Defense: 65', 'Sp.Atk: 112', 'Sp.Def: 65', 'Speed: 110', 'Total: 567']",Rock/Flying,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.5x', 'Bug 0.5x', 'Fire 0.5x']","['Rock 2x', 'Electric 2x', 'Steel 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/1/14/567Archeops.png/250px-567Archeops.png,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",['Defeatist'],
#568,Trubbish,Yabukuron,Trash Bag Pokémon,"['HP: 50', 'Attack: 50', 'Defense: 62', 'Sp.Atk: 40', 'Sp.Def: 62', 'Speed: 65', 'Total: 329']",Poison,"['Poison 0.5x', 'Fighting 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x']","['Ground 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e2/568Trubbish.png/250px-568Trubbish.png,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,"['Stench or Sticky Hold', 'Aftermath (Hidden Ability)']",
#569,Garbodor,Dustdas,Trash Heap Pokémon,"['HP: 80', 'Attack: 95', 'Defense: 82', 'Sp.Atk: 60', 'Sp.Def: 82', 'Speed: 75', 'Total: 474']",Poison,"['Poison 0.5x', 'Fighting 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x']","['Ground 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/c/c4/569Garbodor.png/250px-569Garbodor.png,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,"['Stench or Weak Armor', 'Aftermath (Hidden Ability)']",
#570,Zorua,Zorua,Tricky Fox Pokémon,"['HP: 40', 'Attack: 65', 'Defense: 40', 'Sp.Atk: 80', 'Sp.Def: 40', 'Speed: 65', 'Total: 330']",Dark,"['Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/2/2b/570Zorua.png/250px-570Zorua.png,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",['Illusion'],
#571,Zoroark,Zoroark,Illusion Fox Pokémon,"['HP: 60', 'Attack: 105', 'Defense: 60', 'Sp.Atk: 120', 'Sp.Def: 60', 'Speed: 105', 'Total: 510']",Dark,"['Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a6/571Zoroark.png/250px-571Zoroark.png,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,['Illusion'],
#572,Minccino,Chillarmy,Chinchilla Pokémon,"['HP: 55', 'Attack: 50', 'Defense: 40', 'Sp.Atk: 40', 'Sp.Def: 40', 'Speed: 75', 'Total: 300']",Normal,['None'],['Fighting 2x'],https://cdn.bulbagarden.net/upload/thumb/e/ec/572Minccino.png/250px-572Minccino.png,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.","['Cute Charm or Technician', 'Skill Link (Hidden Ability)']",
#573,Cinccino,Chillaccino,Scarf Pokémon,"['HP: 75', 'Attack: 95', 'Defense: 60', 'Sp.Atk: 65', 'Sp.Def: 60', 'Speed: 115', 'Total: 470']",Normal,['None'],['Fighting 2x'],https://cdn.bulbagarden.net/upload/thumb/9/94/573Cinccino.png/250px-573Cinccino.png,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,"['Cute Charm or Technician', 'Skill Link (Hidden Ability)']",
#574,Gothita,Gothimu,Fixation Pokémon,"['HP: 45', 'Attack: 30', 'Defense: 50', 'Sp.Atk: 55', 'Sp.Def: 65', 'Speed: 45', 'Total: 290']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/7/71/574Gothita.png/250px-574Gothita.png,Their ribbonlike feelers increase their psychic power. They are always staring at something.,"['Frisk or Competitive', 'Shadow Tag (Hidden Ability)']",
#575,Gothorita,Gothimiru,Manipulate Pokémon,"['HP: 60', 'Attack: 45', 'Defense: 70', 'Sp.Atk: 75', 'Sp.Def: 85', 'Speed: 55', 'Total: 390']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/6/67/575Gothorita.png/250px-575Gothorita.png,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,"['Frisk or Competitive', 'Shadow Tag (Hidden Ability)']",
#576,Gothitelle,Gothiruselle,Astral Body Pokémon,"['HP: 70', 'Attack: 55', 'Defense: 95', 'Sp.Atk: 95', 'Sp.Def: 110', 'Speed: 65', 'Total: 490']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/3/38/576Gothitelle.png/250px-576Gothitelle.png,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,"['Frisk or Competitive', 'Shadow Tag (Hidden Ability)']",
#577,Solosis,Uniran,Cell Pokémon,"['HP: 45', 'Attack: 30', 'Defense: 40', 'Sp.Atk: 105', 'Sp.Def: 50', 'Speed: 20', 'Total: 290']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/1/1e/577Solosis.png/250px-577Solosis.png,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,"['Overcoat or Magic Guard', 'Regenerator (Hidden Ability)']",
#578,Duosion,Doublan,Mitosis Pokémon,"['HP: 65', 'Attack: 40', 'Defense: 50', 'Sp.Atk: 125', 'Sp.Def: 60', 'Speed: 30', 'Total: 370']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/8/83/578Duosion.png/250px-578Duosion.png,"Since they have two divided brains, at times they suddenly try to take two different actions at once.","['Overcoat or Magic Guard', 'Regenerator (Hidden Ability)']",
#579,Reuniclus,Lanculus,Multiplying Pokémon,"['HP: 110', 'Attack: 65', 'Defense: 75', 'Sp.Atk: 125', 'Sp.Def: 85', 'Speed: 30', 'Total: 490']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/1/19/579Reuniclus.png/250px-579Reuniclus.png,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.","['Overcoat or Magic Guard', 'Regenerator (Hidden Ability)']",
#580,Ducklett,Koaruhie,Water Bird Pokémon,"['HP: 62', 'Attack: 44', 'Defense: 50', 'Sp.Atk: 44', 'Sp.Def: 50', 'Speed: 55', 'Total: 305']",Water/Flying,"['Fighting 0.5x', 'Bug 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Rock 2x', 'Electric 4x']",https://cdn.bulbagarden.net/upload/thumb/4/4b/580Ducklett.png/250px-580Ducklett.png,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,"['Keen Eye or Big Pecks', 'Hydration (Hidden Ability)']",
#581,Swanna,Swanna,White Bird Pokémon,"['HP: 75', 'Attack: 87', 'Defense: 63', 'Sp.Atk: 87', 'Sp.Def: 63', 'Speed: 98', 'Total: 473']",Water/Flying,"['Fighting 0.5x', 'Bug 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Rock 2x', 'Electric 4x']",https://cdn.bulbagarden.net/upload/thumb/7/76/581Swanna.png/250px-581Swanna.png,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,"['Keen Eye or Big Pecks', 'Hydration (Hidden Ability)']",
#582,Vanillite,Vanipeti,Fresh Snow Pokémon,"['HP: 36', 'Attack: 50', 'Defense: 50', 'Sp.Atk: 65', 'Sp.Def: 60', 'Speed: 44', 'Total: 305']",Ice,['Ice 0.5x'],"['Rock 2x', 'Fighting 2x', 'Steel 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/3/3f/582Vanillite.png/250px-582Vanillite.png,The temperature of their breath is -58é F. They create snow crystals and make snow fall in the areas around them.,"['Ice Body or Snow Cloak', 'Weak Armor (Hidden Ability)']",
#583,Vanillish,Vanirich,Icy Snow Pokémon,"['HP: 51', 'Attack: 65', 'Defense: 65', 'Sp.Atk: 80', 'Sp.Def: 75', 'Speed: 59', 'Total: 395']",Ice,['Ice 0.5x'],"['Rock 2x', 'Fighting 2x', 'Steel 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/2/2f/583Vanillish.png/250px-583Vanillish.png,"Snowy mountains are this Pokémon's habitat. During an ancient ice age, they moved to southern areas.","['Ice Body or Snow Cloak', 'Weak Armor (Hidden Ability)']",
#584,Vanilluxe,Baivanilla,Snowstorm Pokémon,"['HP: 71', 'Attack: 95', 'Defense: 85', 'Sp.Atk: 110', 'Sp.Def: 95', 'Speed: 79', 'Total: 535']",Ice,['Ice 0.5x'],"['Rock 2x', 'Fighting 2x', 'Steel 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/3/39/584Vanilluxe.png/250px-584Vanilluxe.png,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.","['Ice Body or Snow Warning', 'Weak Armor (Hidden Ability)']",
#585,Deerling,Shikijika,Season Pokémon,"['HP: 60', 'Attack: 60', 'Defense: 50', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 75', 'Total: 335']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/6/68/585Deerling-Spring.png/250px-585Deerling-Spring.png,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.","['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#585,Deerling-Spring,Shikijika,Season Pokémon,"['HP: 60', 'Attack: 60', 'Defense: 50', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 75', 'Total: 335']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/d/d7/585Deerling-Summer.png/110px-585Deerling-Summer.png,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.","['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#585,Deerling-Summer,Shikijika,Season Pokémon,"['HP: 60', 'Attack: 60', 'Defense: 50', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 75', 'Total: 335']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e3/585Deerling-Autumn.png/110px-585Deerling-Autumn.png,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.","['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#585,Deerling-Autumn,Shikijika,Season Pokémon,"['HP: 60', 'Attack: 60', 'Defense: 50', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 75', 'Total: 335']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e3/585Deerling-Autumn.png/110px-585Deerling-Autumn.png,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.","['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#585,Deerling-Winter,Shikijika,Season Pokémon,"['HP: 60', 'Attack: 60', 'Defense: 50', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 75', 'Total: 335']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/d/d4/585Deerling-Winter.png/110px-585Deerling-Winter.png,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.","['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
