Pokemon,Generation,Color,Moves,Versions
chingling-5,5,0xFF3399,"[['1', 'Wrap', 'Normal', '15', '90'], ['6', 'Growl', 'Normal', '--', '100'], ['9', 'Astonish', 'Ghost', '30', '100'], ['14', 'Confusion', 'Psychic', '50', '100'], ['17', 'Uproar', 'Normal', '90', '100'], ['22', 'Last Resort', 'Normal', '140', '100'], ['25', 'Entrainment', 'Normal', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
stunky-5,5,0x660099,"[['1', 'Focus Energy', 'Normal', '--', '--'], ['1', 'Scratch', 'Normal', '40', '100'], ['4', 'Poison Gas', 'Poison', '--', '90'], ['7', 'Screech', 'Normal', '--', '85'], ['10', 'Fury Swipes', 'Normal', '18', '80'], ['14', 'Smokescreen', 'Normal', '--', '100'], ['18', 'Feint', 'Normal', '30', '100'], ['22', 'Slash', 'Normal', '70', '100'], ['27', 'Toxic', 'Poison', '--', '90'], ['32', 'Acid Spray', 'Poison', '40', '100'], ['37', 'Night Slash', 'Dark', '70', '100'], ['43', 'Memento', 'Dark', '--', '100'], ['49', 'Explosion', 'Normal', '250', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
skuntank-5,5,0x660099,"[['1', 'Focus Energy', 'Normal', '--', '--'], ['1', 'Poison Gas', 'Poison', '--', '90'], ['1', 'Scratch', 'Normal', '40', '100'], ['4', 'Poison Gas', 'Poison', '--', '90'], ['7', 'Screech', 'Normal', '--', '85'], ['10', 'Fury Swipes', 'Normal', '18', '80'], ['14', 'Smokescreen', 'Normal', '--', '100'], ['18', 'Feint', 'Normal', '30', '100'], ['22', 'Slash', 'Normal', '70', '100'], ['27', 'Toxic', 'Poison', '--', '90'], ['32', 'Acid Spray', 'Poison', '40', '100'], ['34', 'Flamethrower', 'Fire', '90', '100'], ['41', 'Night Slash', 'Dark', '70', '100'], ['51', 'Memento', 'Dark', '--', '100'], ['61', 'Explosion', 'Normal', '250', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
bronzor-5,5,0x999999,"[['1', 'Confusion', 'Psychic', '50', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['7', 'Hypnosis', 'Psychic', '--', '60'], ['12', 'Imprison', 'Psychic', '--', '--'], ['14', 'Confuse Ray', 'Ghost', '--', '100'], ['19', 'Extrasensory', 'Psychic', '80', '100'], ['26', 'Iron Defense', 'Steel', '--', '--'], ['30', 'Safeguard', 'Normal', '--', '--'], ['35', 'Gyro Ball', 'Steel', '--', '100'], ['37', 'Future Sight', 'Psychic', '120', '100'], ['41', 'Feint Attack', 'Dark', '60', '--'], ['49', 'Payback', 'Dark', '50', '100'], ['52', 'Heal Block', 'Psychic', '--', '--'], ['54', 'Heavy Slam', 'Steel', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
bronzong-5,5,0x999999,"[['1', 'Confusion', 'Psychic', '50', '100'], ['1', 'Hypnosis', 'Psychic', '--', '60'], ['1', 'Imprison', 'Psychic', '--', '--'], ['1', 'Rain Dance', 'Water', '--', '--'], ['1', 'Sunny Day', 'Fire', '--', '--'], ['1', 'Tackle', 'Normal', '40', '100'], ['7', 'Hypnosis', 'Psychic', '--', '60'], ['12', 'Imprison', 'Psychic', '--', '--'], ['14', 'Confuse Ray', 'Ghost', '--', '100'], ['19', 'Extrasensory', 'Psychic', '80', '100'], ['26', 'Iron Defense', 'Steel', '--', '--'], ['30', 'Safeguard', 'Normal', '--', '--'], ['33', 'Block', 'Normal', '--', '--'], ['38', 'Gyro Ball', 'Steel', '--', '100'], ['43', 'Future Sight', 'Psychic', '120', '100'], ['50', 'Feint Attack', 'Dark', '60', '--'], ['61', 'Payback', 'Dark', '50', '100'], ['67', 'Heal Block', 'Psychic', '--', '--'], ['72', 'Heavy Slam', 'Steel', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
bonsly-5,5,0xCC9966,"[['1', 'Copycat', 'Normal', '--', '--'], ['1', 'Fake Tears', 'Dark', '--', '100'], ['6', 'Flail', 'Normal', '--', '100'], ['9', 'Low Kick', 'Fighting', '--', '100'], ['14', 'Rock Throw', 'Rock', '50', '90'], ['17', 'Mimic', 'Normal', '--', '--'], ['22', 'Block', 'Normal', '--', '--'], ['25', 'Feint Attack', 'Dark', '60', '--'], ['30', 'Rock Tomb', 'Rock', '60', '95'], ['33', 'Rock Slide', 'Rock', '75', '90'], ['38', 'Slam', 'Normal', '80', '75'], ['41', 'Sucker Punch', 'Dark', '70', '100'], ['46', 'Double-Edge', 'Normal', '120', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
happiny-5,5,0x999966,"[['1', 'Charm', 'Fairy', '--', '100'], ['1', 'Pound', 'Normal', '40', '100'], ['5', 'Copycat', 'Normal', '--', '--'], ['9', 'Refresh', 'Normal', '--', '--'], ['12', 'Sweet Kiss', 'Fairy', '--', '75']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
chatot-5,5,0x999966,"[['1', 'Peck', 'Flying', '35', '100'], ['5', 'Growl', 'Normal', '--', '100'], ['9', 'Mirror Move', 'Flying', '--', '--'], ['13', 'Sing', 'Normal', '--', '55'], ['17', 'Fury Attack', 'Normal', '15', '85'], ['21', 'Chatter', 'Flying', '65', '100'], ['25', 'Taunt', 'Dark', '--', '100'], ['29', 'Round', 'Normal', '60', '100'], ['33', 'Mimic', 'Normal', '--', '--'], ['37', 'Echoed Voice', 'Normal', '40', '100'], ['41', 'Roost', 'Flying', '--', '--'], ['45', 'Uproar', 'Normal', '90', '100'], ['49', 'Synchronoise', 'Psychic', '120', '100'], ['53', 'Feather Dance', 'Flying', '--', '100'], ['57', 'Hyper Voice', 'Normal', '90', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
spiritomb-5,5,0x999966,"[['1', 'Confuse Ray', 'Ghost', '--', '100'], ['1', 'Curse', 'Ghost', '--', '--'], ['1', 'Pursuit', 'Dark', '40', '100'], ['1', 'Shadow Sneak', 'Ghost', '40', '100'], ['1', 'Spite', 'Ghost', '--', '100'], ['7', 'Feint Attack', 'Dark', '60', '--'], ['13', 'Hypnosis', 'Psychic', '--', '60'], ['19', 'Dream Eater', 'Psychic', '100', '100'], ['25', 'Ominous Wind', 'Ghost', '60', '100'], ['31', 'Sucker Punch', 'Dark', '70', '100'], ['37', 'Nasty Plot', 'Dark', '--', '--'], ['43', 'Memento', 'Dark', '--', '100'], ['49', 'Dark Pulse', 'Dark', '80', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
gible-5,5,0x003399,"[['1', 'Tackle', 'Normal', '40', '100'], ['3', 'Sand Attack', 'Ground', '--', '100'], ['7', 'Dragon Rage', 'Dragon', '--', '100'], ['13', 'Sandstorm', 'Rock', '--', '--'], ['15', 'Take Down', 'Normal', '90', '85'], ['19', 'Sand Tomb', 'Ground', '35', '85'], ['25', 'Slash', 'Normal', '70', '100'], ['27', 'Dragon Claw', 'Dragon', '80', '100'], ['31', 'Dig', 'Ground', '80', '100'], ['37', 'Dragon Rush', 'Dragon', '100', '75']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
gabite-5,5,0x003399,"[['1', 'Sand Attack', 'Ground', '--', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['3', 'Sand Attack', 'Ground', '--', '100'], ['7', 'Dragon Rage', 'Dragon', '--', '100'], ['13', 'Sandstorm', 'Rock', '--', '--'], ['15', 'Take Down', 'Normal', '90', '85'], ['19', 'Sand Tomb', 'Ground', '35', '85'], ['24', 'Dual Chop', 'Dragon', '40', '90'], ['28', 'Slash', 'Normal', '70', '100'], ['33', 'Dragon Claw', 'Dragon', '80', '100'], ['40', 'Dig', 'Ground', '80', '100'], ['49', 'Dragon Rush', 'Dragon', '100', '75']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
garchomp-5,5,0x003399,"[['1', 'Dragon Rage', 'Dragon', '--', '100'], ['1', 'Fire Fang', 'Fire', '65', '95'], ['1', 'Sand Attack', 'Ground', '--', '100'], ['1', 'Sandstorm', 'Rock', '--', '--'], ['1', 'Tackle', 'Normal', '40', '100'], ['3', 'Sand Attack', 'Ground', '--', '100'], ['7', 'Dragon Rage', 'Dragon', '--', '100'], ['13', 'Sandstorm', 'Rock', '--', '--'], ['15', 'Take Down', 'Normal', '90', '85'], ['19', 'Sand Tomb', 'Ground', '35', '85'], ['24', 'Dual Chop', 'Dragon', '40', '90'], ['28', 'Slash', 'Normal', '70', '100'], ['33', 'Dragon Claw', 'Dragon', '80', '100'], ['40', 'Dig', 'Ground', '80', '100'], ['48', 'Crunch', 'Dark', '80', '100'], ['55', 'Dragon Rush', 'Dragon', '100', '75']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
munchlax-5,5,0x999966,"[['1', 'Metronome', 'Normal', '--', '--'], ['1', 'Odor Sleuth', 'Normal', '--', '--'], ['1', 'Tackle', 'Normal', '40', '100'], ['4', 'Defense Curl', 'Normal', '--', '--'], ['9', 'Amnesia', 'Psychic', '--', '--'], ['12', 'Lick', 'Ghost', '30', '100'], ['17', 'Recycle', 'Normal', '--', '--'], ['20', 'Screech', 'Normal', '--', '85'], ['25', 'Chip Away', 'Normal', '70', '100'], ['28', 'Stockpile', 'Normal', '--', '--'], ['33', 'Swallow', 'Normal', '--', '--'], ['36', 'Body Slam', 'Normal', '85', '100'], ['41', 'Fling', 'Dark', '--', '100'], ['44', 'Rollout', 'Rock', '30', '90'], ['49', 'Natural Gift', 'Normal', '--', '100'], ['52', 'Snatch', 'Dark', '--', '--'], ['57', 'Last Resort', 'Normal', '140', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
riolu-5,5,0xFF0000,"[['1', 'Endure', 'Normal', '--', '--'], ['1', 'Foresight', 'Normal', '--', '--'], ['1', 'Quick Attack', 'Normal', '40', '100'], ['6', 'Counter', 'Fighting', '--', '100'], ['11', 'Force Palm', 'Fighting', '60', '100'], ['15', 'Feint', 'Normal', '30', '100'], ['19', 'Reversal', 'Fighting', '--', '100'], ['24', 'Screech', 'Normal', '--', '85'], ['29', 'Copycat', 'Normal', '--', '--'], ['47', 'Nasty Plot', 'Dark', '--', '--'], ['55', 'Final Gambit', 'Fighting', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
lucario-5,5,0xFF0000,"[['1', 'Dark Pulse', 'Dark', '80', '100'], ['1', 'Detect', 'Fighting', '--', '--'], ['1', 'Foresight', 'Normal', '--', '--'], ['1', 'Metal Claw', 'Steel', '50', '95'], ['1', 'Quick Attack', 'Normal', '40', '100'], ['6', 'Counter', 'Fighting', '--', '100'], ['11', 'Force Palm', 'Fighting', '60', '100'], ['15', 'Feint', 'Normal', '30', '100'], ['19', 'Bone Rush', 'Ground', '25', '90'], ['24', 'Metal Sound', 'Steel', '--', '85'], ['29', 'Me First', 'Normal', '--', '--'], ['33', 'Quick Guard', 'Fighting', '--', '--'], ['37', 'Swords Dance', 'Normal', '--', '--'], ['42', 'Heal Pulse', 'Psychic', '--', '--'], ['47', 'Calm Mind', 'Psychic', '--', '--'], ['51', 'Aura Sphere', 'Fighting', '80', '--'], ['55', 'Close Combat', 'Fighting', '120', '100'], ['60', 'Dragon Pulse', 'Dragon', '85', '100'], ['65', 'Extreme Speed', 'Normal', '80', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
hippopotas-5,5,0xFFCC33,"[['1', 'Sand Attack', 'Ground', '--', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['7', 'Bite', 'Dark', '60', '100'], ['13', 'Yawn', 'Normal', '--', '--'], ['19', 'Dig', 'Ground', '80', '100'], ['19', 'Take Down', 'Normal', '90', '85'], ['25', 'Sand Tomb', 'Ground', '35', '85'], ['31', 'Crunch', 'Dark', '80', '100'], ['37', 'Earthquake', 'Ground', '100', '100'], ['44', 'Double-Edge', 'Normal', '120', '100'], ['50', 'Fissure', 'Ground', '--', '--']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
hippowdon-5,5,0xFFCC33,"[['1', 'Bite', 'Dark', '60', '100'], ['1', 'Fire Fang', 'Fire', '65', '95'], ['1', 'Ice Fang', 'Ice', '65', '95'], ['1', 'Sand Attack', 'Ground', '--', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['1', 'Thunder Fang', 'Electric', '65', '95'], ['1', 'Yawn', 'Normal', '--', '--'], ['7', 'Bite', 'Dark', '60', '100'], ['13', 'Yawn', 'Normal', '--', '--'], ['19', 'Dig', 'Ground', '80', '100'], ['19', 'Take Down', 'Normal', '90', '85'], ['25', 'Sand Tomb', 'Ground', '35', '85'], ['31', 'Crunch', 'Dark', '80', '100'], ['40', 'Earthquake', 'Ground', '100', '100'], ['50', 'Double-Edge', 'Normal', '120', '100'], ['60', 'Fissure', 'Ground', '--', '--']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
skorupi-5,5,0x660099,"[['1', 'Bite', 'Dark', '60', '100'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Poison Sting', 'Poison', '15', '100'], ['6', 'Knock Off', 'Dark', '65', '100'], ['12', 'Pin Missile', 'Bug', '25', '95'], ['17', 'Acupressure', 'Normal', '--', '--'], ['23', 'Scary Face', 'Normal', '--', '100'], ['28', 'Toxic Spikes', 'Poison', '--', '--'], ['34', 'Bug Bite', 'Bug', '60', '100'], ['39', 'Poison Fang', 'Poison', '50', '100'], ['45', 'Hone Claws', 'Dark', '--', '--'], ['50', 'Venoshock', 'Poison', '65', '100'], ['56', 'Crunch', 'Dark', '80', '100'], ['61', 'Cross Poison', 'Poison', '70', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
drapion-5,5,0x660099,"[['1', 'Bite', 'Dark', '60', '100'], ['1', 'Fire Fang', 'Fire', '65', '95'], ['1', 'Ice Fang', 'Ice', '65', '95'], ['1', 'Knock Off', 'Dark', '65', '100'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Poison Sting', 'Poison', '15', '100'], ['1', 'Thunder Fang', 'Electric', '65', '95'], ['6', 'Knock Off', 'Dark', '65', '100'], ['12', 'Pin Missile', 'Bug', '25', '95'], ['17', 'Acupressure', 'Normal', '--', '--'], ['23', 'Scary Face', 'Normal', '--', '100'], ['28', 'Toxic Spikes', 'Poison', '--', '--'], ['34', 'Bug Bite', 'Bug', '60', '100'], ['39', 'Poison Fang', 'Poison', '50', '100'], ['48', 'Hone Claws', 'Dark', '--', '--'], ['56', 'Venoshock', 'Poison', '65', '100'], ['65', 'Crunch', 'Dark', '80', '100'], ['73', 'Cross Poison', 'Poison', '70', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
croagunk-5,5,0x660099,"[['1', 'Astonish', 'Ghost', '30', '100'], ['3', 'Mud-Slap', 'Ground', '20', '100'], ['8', 'Poison Sting', 'Poison', '15', '100'], ['10', 'Taunt', 'Dark', '--', '100'], ['15', 'Pursuit', 'Dark', '40', '100'], ['17', 'Feint Attack', 'Dark', '60', '--'], ['22', 'Revenge', 'Fighting', '60', '100'], ['24', 'Swagger', 'Normal', '--', '85'], ['29', 'Mud Bomb', 'Ground', '65', '85'], ['31', 'Sucker Punch', 'Dark', '70', '100'], ['36', 'Venoshock', 'Poison', '65', '100'], ['38', 'Nasty Plot', 'Dark', '--', '--'], ['43', 'Poison Jab', 'Poison', '80', '100'], ['45', 'Sludge Bomb', 'Poison', '90', '100'], ['50', 'Flatter', 'Dark', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
toxicroak-5,5,0x660099,"[['1', 'Astonish', 'Ghost', '30', '100'], ['1', 'Mud-Slap', 'Ground', '20', '100'], ['1', 'Poison Sting', 'Poison', '15', '100'], ['3', 'Mud-Slap', 'Ground', '20', '100'], ['8', 'Poison Sting', 'Poison', '15', '100'], ['10', 'Taunt', 'Dark', '--', '100'], ['15', 'Pursuit', 'Dark', '40', '100'], ['17', 'Feint Attack', 'Dark', '60', '--'], ['22', 'Revenge', 'Fighting', '60', '100'], ['24', 'Swagger', 'Normal', '--', '85'], ['29', 'Mud Bomb', 'Ground', '65', '85'], ['31', 'Sucker Punch', 'Dark', '70', '100'], ['36', 'Venoshock', 'Poison', '65', '100'], ['41', 'Nasty Plot', 'Dark', '--', '--'], ['49', 'Poison Jab', 'Poison', '80', '100'], ['54', 'Sludge Bomb', 'Poison', '90', '100'], ['62', 'Flatter', 'Dark', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
carnivine-5,5,0x33FF00,"[['1', 'Bind', 'Normal', '15', '85'], ['1', 'Growth', 'Normal', '--', '--'], ['7', 'Bite', 'Dark', '60', '100'], ['11', 'Vine Whip', 'Grass', '45', '100'], ['17', 'Sweet Scent', 'Normal', '--', '--'], ['21', 'Ingrain', 'Grass', '--', '--'], ['27', 'Feint Attack', 'Dark', '60', '--'], ['31', 'Leaf Tornado', 'Grass', '65', '90'], ['37', 'Spit Up', 'Normal', '--', '100'], ['37', 'Stockpile', 'Normal', '--', '--'], ['37', 'Swallow', 'Normal', '--', '--'], ['41', 'Crunch', 'Dark', '80', '100'], ['47', 'Wring Out', 'Normal', '--', '100'], ['51', 'Power Whip', 'Grass', '120', '85']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
finneon-5,5,0x3399FF,"[['1', 'Pound', 'Normal', '40', '100'], ['6', 'Water Gun', 'Water', '40', '100'], ['10', 'Attract', 'Normal', '--', '100'], ['13', 'Rain Dance', 'Water', '--', '--'], ['17', 'Gust', 'Flying', '40', '100'], ['22', 'Water Pulse', 'Water', '60', '100'], ['26', 'Captivate', 'Normal', '--', '100'], ['29', 'Safeguard', 'Normal', '--', '--'], ['33', 'Aqua Ring', 'Water', '--', '--'], ['38', 'Whirlpool', 'Water', '35', '85'], ['42', 'U-turn', 'Bug', '70', '100'], ['45', 'Bounce', 'Flying', '85', '85'], ['49', 'Silver Wind', 'Bug', '60', '100'], ['54', 'Soak', 'Water', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
lumineon-5,5,0x3399FF,"[['1', 'Attract', 'Normal', '--', '100'], ['1', 'Pound', 'Normal', '40', '100'], ['1', 'Water Gun', 'Water', '40', '100'], ['6', 'Water Gun', 'Water', '40', '100'], ['10', 'Attract', 'Normal', '--', '100'], ['13', 'Rain Dance', 'Water', '--', '--'], ['17', 'Gust', 'Flying', '40', '100'], ['22', 'Water Pulse', 'Water', '60', '100'], ['26', 'Captivate', 'Normal', '--', '100'], ['29', 'Safeguard', 'Normal', '--', '--'], ['35', 'Aqua Ring', 'Water', '--', '--'], ['42', 'Whirlpool', 'Water', '35', '85'], ['48', 'U-turn', 'Bug', '70', '100'], ['53', 'Bounce', 'Flying', '85', '85'], ['59', 'Silver Wind', 'Bug', '60', '100'], ['66', 'Soak', 'Water', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
mantyke-5,5,0x3399FF,"[['1', 'Bubble', 'Water', '40', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['4', 'Supersonic', 'Normal', '--', '55'], ['10', 'Bubble Beam', 'Water', '65', '100'], ['13', 'Headbutt', 'Normal', '70', '100'], ['19', 'Agility', 'Psychic', '--', '--'], ['22', 'Wing Attack', 'Flying', '60', '100'], ['28', 'Water Pulse', 'Water', '60', '100'], ['31', 'Take Down', 'Normal', '90', '85'], ['37', 'Confuse Ray', 'Ghost', '--', '100'], ['40', 'Bounce', 'Flying', '85', '85'], ['46', 'Aqua Ring', 'Water', '--', '--'], ['49', 'Hydro Pump', 'Water', '110', '80']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
snover-5,5,0x33FF00,"[['1', 'Leer', 'Normal', '--', '100'], ['1', 'Powder Snow', 'Ice', '40', '100'], ['5', 'Razor Leaf', 'Grass', '55', '95'], ['9', 'Icy Wind', 'Ice', '55', '95'], ['13', 'Grass Whistle', 'Grass', '--', '55'], ['17', 'Swagger', 'Normal', '--', '85'], ['21', 'Mist', 'Ice', '--', '--'], ['26', 'Ice Shard', 'Ice', '40', '100'], ['31', 'Ingrain', 'Grass', '--', '--'], ['36', 'Wood Hammer', 'Grass', '120', '100'], ['41', 'Blizzard', 'Ice', '110', '70'], ['46', 'Sheer Cold', 'Ice', '--', '--']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
abomasnow-5,5,0x33FF00,"[['1', 'Ice Punch', 'Ice', '75', '100'], ['1', 'Icy Wind', 'Ice', '55', '95'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Powder Snow', 'Ice', '40', '100'], ['1', 'Razor Leaf', 'Grass', '55', '95'], ['5', 'Razor Leaf', 'Grass', '55', '95'], ['9', 'Icy Wind', 'Ice', '55', '95'], ['13', 'Grass Whistle', 'Grass', '--', '55'], ['17', 'Swagger', 'Normal', '--', '85'], ['21', 'Mist', 'Ice', '--', '--'], ['26', 'Ice Shard', 'Ice', '40', '100'], ['31', 'Ingrain', 'Grass', '--', '--'], ['36', 'Wood Hammer', 'Grass', '120', '100'], ['47', 'Blizzard', 'Ice', '110', '70'], ['58', 'Sheer Cold', 'Ice', '--', '--']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
weavile-5,5,0x333333,"[['1', 'Assurance', 'Dark', '60', '100'], ['1', 'Embargo', 'Dark', '--', '100'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Quick Attack', 'Normal', '40', '100'], ['1', 'Revenge', 'Fighting', '60', '100'], ['1', 'Scratch', 'Normal', '40', '100'], ['1', 'Taunt', 'Dark', '--', '100'], ['8', 'Quick Attack', 'Normal', '40', '100'], ['10', 'Screech', 'Normal', '--', '85'], ['14', 'Feint Attack', 'Dark', '60', '--'], ['21', 'Fury Swipes', 'Normal', '18', '80'], ['24', 'Nasty Plot', 'Dark', '--', '--'], ['28', 'Icy Wind', 'Ice', '55', '95'], ['35', 'Hone Claws', 'Dark', '--', '--'], ['38', 'Night Slash', 'Dark', '70', '100'], ['42', 'Fling', 'Dark', '--', '100'], ['49', 'Metal Claw', 'Steel', '50', '95'], ['51', 'Dark Pulse', 'Dark', '80', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
magnezone-5,5,0xFFFF00,"[['1', 'Barrier', 'Psychic', '--', '--'], ['1', 'Metal Sound', 'Steel', '--', '85'], ['1', 'Mirror Coat', 'Psychic', '--', '100'], ['1', 'Supersonic', 'Normal', '--', '55'], ['1', 'Tackle', 'Normal', '40', '100'], ['1', 'Thunder Shock', 'Electric', '40', '100'], ['6', 'Thunder Shock', 'Electric', '40', '100'], ['11', 'Supersonic', 'Normal', '--', '55'], ['14', 'Sonic Boom', 'Normal', '--', '90'], ['17', 'Thunder Wave', 'Electric', '--', '90'], ['22', 'Spark', 'Electric', '65', '100'], ['27', 'Electro Ball', 'Electric', '--', '100'], ['30', 'Lock-On', 'Normal', '--', '--'], ['34', 'Magnet Bomb', 'Steel', '60', '--'], ['40', 'Screech', 'Normal', '--', '85'], ['46', 'Discharge', 'Electric', '80', '100'], ['50', 'Mirror Shot', 'Steel', '65', '85'], ['54', 'Magnet Rise', 'Electric', '--', '--'], ['60', 'Gyro Ball', 'Steel', '--', '100'], ['66', 'Zap Cannon', 'Electric', '120', '50']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
lickilicky-5,5,0x999966,"[['1', 'Lick', 'Ghost', '30', '100'], ['5', 'Supersonic', 'Normal', '--', '55'], ['9', 'Defense Curl', 'Normal', '--', '--'], ['13', 'Knock Off', 'Dark', '65', '100'], ['17', 'Wrap', 'Normal', '15', '90'], ['21', 'Stomp', 'Normal', '65', '100'], ['25', 'Disable', 'Normal', '--', '100'], ['29', 'Slam', 'Normal', '80', '75'], ['33', 'Rollout', 'Rock', '30', '90'], ['37', 'Chip Away', 'Normal', '70', '100'], ['41', 'Me First', 'Normal', '--', '--'], ['45', 'Refresh', 'Normal', '--', '--'], ['49', 'Screech', 'Normal', '--', '85'], ['53', 'Power Whip', 'Grass', '120', '85'], ['57', 'Wring Out', 'Normal', '--', '100'], ['61', 'Gyro Ball', 'Steel', '--', '100']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
rhyperior-5,5,0xFFCC33,"[['1', 'Fury Attack', 'Normal', '15', '85'], ['1', 'Horn Attack', 'Normal', '65', '100'], ['1', 'Poison Jab', 'Poison', '80', '100'], ['1', 'Stomp', 'Normal', '65', '100'], ['1', 'Tail Whip', 'Normal', '--', '100'], ['9', 'Stomp', 'Normal', '65', '100'], ['19', 'Fury Attack', 'Normal', '15', '85'], ['19', 'Scary Face', 'Normal', '--', '100'], ['23', 'Rock Blast', 'Rock', '25', '90'], ['30', 'Chip Away', 'Normal', '70', '100'], ['41', 'Take Down', 'Normal', '90', '85'], ['42', 'Hammer Arm', 'Fighting', '100', '90'], ['47', 'Drill Run', 'Ground', '80', '95'], ['56', 'Stone Edge', 'Rock', '100', '80'], ['62', 'Earthquake', 'Ground', '100', '100'], ['71', 'Horn Drill', 'Normal', '--', '--'], ['77', 'Megahorn', 'Bug', '120', '85'], ['86', 'Rock Wrecker', 'Rock', '150', '90']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
tangrowth-5,5,0x33FF00,"[['1', 'Constrict', 'Normal', '10', '100'], ['1', 'Ingrain', 'Grass', '--', '--'], ['5', 'Sleep Powder', 'Grass', '--', '75'], ['8', 'Absorb', 'Grass', '20', '100'], ['12', 'Growth', 'Normal', '--', '--'], ['15', 'Poison Powder', 'Poison', '--', '75'], ['19', 'Vine Whip', 'Grass', '45', '100'], ['22', 'Bind', 'Normal', '15', '85'], ['26', 'Mega Drain', 'Grass', '40', '100'], ['29', 'Stun Spore', 'Grass', '--', '75'], ['33', 'Knock Off', 'Dark', '65', '100'], ['36', 'Ancient Power', 'Rock', '60', '100'], ['40', 'Natural Gift', 'Normal', '--', '100'], ['43', 'Slam', 'Normal', '80', '75'], ['47', 'Tickle', 'Normal', '--', '100'], ['50', 'Wring Out', 'Normal', '--', '100'], ['54', 'Power Whip', 'Grass', '120', '85'], ['57', 'Block', 'Normal', '--', '--']]","['Pokémon Black', 'Pokémon White', 'Pokémon Black 2', 'Pokémon White 2']"
